STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,VINTYPE,VINMAKE,VINA_MOD,VIN_BT,VINMODYR,VIN_LNGT,VIN_WGT,WGTCD_TR,WHLBS_LG,WHLBS_SH,SER_TR,FUELCODE,MCYCL_DS,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,IMPACT2,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK
17,170189,1,3,1,23,4,4,20,12,2,1,0,17,1,41,471,41471,30,1999,4F4ZR17X5XTM,4,F,4,Z,R,1,7,X,5,X,T,M,0,T,MAZD,4CP,PC,99,17,,1,0,1259,B40,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,98,6,2,2,0,0,1,1,17,62982,6,1,0,0,3,3,65,155,0,0,0,0,0,0,0,0,0,0,28,38,0,0,1,2,55,3,1,2,1,0,0,6,10,1,1,2,50,1,0
17,170189,2,3,1,23,4,4,20,12,2,1,0,17,3,84,881,84881,66,2001,2HSCHAMR71C0,2,H,S,C,H,A,M,R,7,1,C,0,1,T,INTL,99I,DS,1,17,,8,0,0,990,D,,1,57,775017,57775017,3,6,4,1,0,0,0,0,0,0,0,998,0,1,5,12,98,6,2,1,0,0,0,1,17,62984,6,1,6,3,3,0,70,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,2,1,2,1,0,0,14,62,1,1,1,51,0,0
17,170189,3,3,1,23,4,4,20,12,2,1,0,17,3,85,881,85881,66,2000,1XKDD69X0YR8,1,X,K,D,D,6,9,X,0,Y,R,8,1,T,KW,T80,DS,0,17,,8,2600,1600,CON,D,,1,57,327557,57327557,3,6,4,1,0,0,0,0,0,0,0,998,0,0,0,9,9,6,2,12,0,0,0,1,17,62931,6,1,6,3,3,3,67,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,3,1,2,1,0,0,14,60,1,2,2,98,0,0
17,170190,1,1,1,30,4,14,3,1,0,1,0,17,1,72,706,72706,80,1998,1HD1CGP10WK1,1,H,D,1,C,G,P,1,0,W,K,1,0,M,HD,20C,RS,98,17,,,,,,,1200,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,0,98,6,2,1,0,0,0,1,17,61866,6,1,6,0,3,3,69,210,0,0,0,2,0,8,2009,9,2009,1,52,0,0,0,1,2,45,1,1,2,1,50,3,1,98,3,2,2,98,1,0
17,170191,1,2,1,29,4,22,44,12,6,1,1,17,2,20,481,20481,31,1996,1GCEK19RXTE1,1,G,C,E,K,1,9,R,X,T,E,1,0,T,CHEV,GK1,PC,96,17,,2,1555,1415,GM4,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,12,98,6,2,12,0,0,0,1,17,62854,1,1,0,0,2,2,68,150,0,2,0,0,0,9,2007,6,2008,1,38,74,0,0,1,2,30,1,1,3,1,20,3,1,17,1,1,1,88,0,1
17,170191,2,2,1,29,4,22,44,12,6,1,0,17,1,12,471,12471,30,2001,1FTYR14V81TA,1,F,T,Y,R,1,4,V,8,1,T,A,0,T,FORD,RNS,PS,1,17,,1,0,1257,RNG,F,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,9,6,2,12,0,0,0,1,17,61802,6,1,0,0,3,3,71,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,1,2,1,0,0,1,66,1,1,1,89,1,0
17,170192,1,1,1,21,4,11,6,1,0,1,0,17,1,12,3,12003,2,2007,1ZVFT82H2752,1,Z,V,F,T,8,2,H,2,7,5,2,0,P,FORD,MGT,CP,7,17,3356,,0,1071,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,0,98,6,2,1,0,0,0,1,17,60555,6,1,0,0,3,3,74,165,0,0,0,1,0,4,2008,4,2008,1,0,0,0,0,6,1,65,2,1,1,1,0,0,14,13,8,1,4,1,1,0
17,170193,1,2,2,1,5,2,35,12,1,1,0,55,2,63,441,63441,20,2002,KNDUP1313262,K,N,D,U,P,1,3,1,3,2,6,2,0,P,KIA,SED,SV,2,17,4709,,0,1145,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,82,0,1,6,12,98,6,2,1,0,0,0,1,17,60085,6,1,0,0,3,0,71,190,0,0,0,1,0,1,2008,1,2008,1,0,0,0,0,3,3,55,1,1,1,1,0,0,1,51,1,1,1,24,1,1
17,170193,2,2,1,1,5,2,35,12,1,1,0,17,2,12,18,12018,3,1994,1ZVLT22B1R51,1,Z,V,L,T,2,2,B,1,R,5,1,0,P,FORD,PGT,2H,94,17,2921,,0,1028,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,6,6,6,2,12,0,0,0,1,17,60048,2,1,0,0,2,2,75,198,0,1,0,2,0,1,2010,3,2010,0,74,0,0,0,3,3,55,1,1,1,1,0,0,1,53,1,1,1,25,0,0
17,170194,1,1,3,28,4,15,58,31,0,1,0,17,2,21,401,21401,14,2001,1GHDT13W8122,1,G,H,D,T,1,3,W,8,1,2,2,0,P,OLDS,BRA,UT,1,17,4068,,0,1070,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,67,0,1,1,12,98,6,2,1,0,0,0,1,17,62473,6,2,0,0,3,0,65,120,0,0,0,0,0,0,0,0,0,0,52,58,0,0,3,2,65,1,2,1,1,0,0,1,13,6,3,4,3,1,0
17,170195,1,1,2,11,4,17,34,9,0,1,0,17,2,23,481,23481,31,2001,2GTEC19T1111,2,G,T,E,C,1,9,T,1,1,1,1,0,T,GMC,NC1,4C,1,17,,2,1575,1435,SIE,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,14,0,1,9,0,0,0,1,17,62040,6,1,0,0,3,0,64,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,1,2,1,0,0,4,83,1,1,1,13,0,0
17,170197,1,1,3,5,5,23,24,1,0,1,0,17,2,20,22,20022,4,2008,1G1AK58F3872,1,G,1,A,K,5,8,F,3,8,7,2,0,P,CHEV,BLS,4D,8,17,3216,,0,1033,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,0,98,6,2,1,0,0,0,1,17,60624,2,1,0,0,2,2,69,167,0,3,0,0,0,5,2007,12,2007,1,74,0,0,0,6,1,65,1,1,1,1,40,3,16,13,1,1,4,1,1,1
17,170198,1,1,1,4,5,22,1,34,0,1,0,17,2,49,40,49040,4,2009,4T1BB46K89U1,4,T,1,B,B,4,6,K,8,9,U,1,0,P,TOYT,CHB,4D,9,17,3680,,0,1090,,B,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,12,6,2,42,0,0,0,1,17,60098,2,1,0,0,2,2,70,160,0,0,0,0,0,0,0,0,0,1,74,0,0,0,1,2,55,4,1,2,1,0,0,14,12,1,1,4,6,1,1
17,170200,1,2,2,29,3,9,55,12,2,1,0,17,2,22,20,22020,4,2006,2G2WP5524612,2,G,2,W,P,5,5,2,4,6,1,2,0,P,PONT,GRA,4D,6,17,3477,,0,1105,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,62681,6,1,0,0,3,3,65,150,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,2,55,1,2,2,1,0,0,1,10,1,1,2,50,1,0
17,170200,2,2,1,29,3,9,55,12,2,1,0,19,3,86,881,86881,66,2009,1M1AW07Y69N0,1,M,1,A,W,0,7,Y,6,9,N,0,1,T,MACK,CXU,DS,9,17,,8,0,0,600,D,,1,57,346767,57346767,3,6,1,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,19,52640,6,1,6,0,3,3,72,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,1,2,2,1,0,0,1,62,7,1,1,51,0,0
17,170201,1,3,2,9,4,18,36,12,6,1,0,17,1,13,5,13005,4,2002,1LNHM97V52Y6,1,L,N,H,M,9,7,V,5,2,Y,6,0,P,LINC,CON,4D,2,17,3895,,0,1090,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,3,3,6,2,12,0,0,0,1,17,60555,6,1,0,0,3,3,69,204,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,2,40,1,1,2,1,3,3,11,15,1,1,1,68,1,0
17,170201,2,3,2,9,4,18,36,12,6,1,0,17,1,19,421,19421,15,2002,1GYEK63N12R1,1,G,Y,E,K,6,3,N,1,2,R,1,0,P,CADI,ESC,UT,2,17,5554,,0,1160,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,60184,6,1,0,0,3,3,72,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,1,1,2,1,3,3,1,67,1,1,1,69,0,0
17,170201,3,3,1,9,4,18,36,12,6,1,0,17,1,2,406,2406,14,2007,1J8HG48K87C6,1,J,8,H,G,4,8,K,8,7,C,6,0,T,JEEP,BSE,4W,7,17,,2,0,1095,CMD,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,12,6,2,12,0,0,0,1,17,60084,6,1,0,0,3,0,69,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,40,1,1,2,1,3,3,5,67,1,1,1,98,0,0
17,170202,1,2,1,21,4,13,0,12,6,1,0,17,1,9,19,9019,4,1993,3P3XA46K2PT6,3,P,3,X,A,4,6,K,2,P,T,6,0,P,PLYM,ACC,4D,93,17,2776,,0,1035,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,9,6,2,12,0,0,0,1,17,62661,6,1,0,0,3,0,66,167,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,2,55,1,2,2,1,20,3,1,17,1,1,1,89,1,0
17,170202,2,2,1,21,4,13,0,12,6,1,0,17,1,20,880,20880,67,2004,1GCJK33114F1,1,G,C,J,K,3,3,1,1,4,F,1,1,T,CHEV,SK3,CW,4,17,,3,0,1670,SIL,D,,2,88,888888888,88888888888,2,4,3,1,0,0,0,0,0,0,0,998,0,1,5,12,98,6,2,12,0,0,0,1,17,62630,6,1,0,0,3,0,68,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,1,2,2,1,0,0,1,66,8,1,2,88,0,0
17,170203,1,1,1,22,4,6,14,53,0,1,0,17,1,49,32,49032,4,2005,1NXBR30E85Z5,1,N,X,B,R,3,0,E,8,5,Z,5,0,P,TOYT,UCS,4D,5,17,2530,,0,1024,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,9,98,6,2,1,0,0,0,1,17,62703,6,1,0,0,3,0,63,120,0,0,0,1,0,7,2009,7,2009,1,58,0,0,0,1,2,40,1,2,2,2,0,0,1,6,7,3,4,7,1,1
17,170204,1,2,1,25,3,3,38,12,6,1,0,17,2,13,13,13013,4,2006,3LNHM26116R6,3,L,N,H,M,2,6,1,1,6,R,6,0,P,LINC,ZHR,4D,6,17,3406,,0,1074,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,60004,6,1,0,0,3,0,71,177,0,1,0,1,0,8,2007,2,2008,1,39,0,0,0,1,2,40,1,1,2,2,3,3,1,17,1,1,1,88,1,1
17,170204,2,2,1,25,3,3,38,12,6,1,0,17,1,13,421,13421,15,2005,5LMFU28567LJ,5,L,M,F,U,2,8,5,6,7,L,J,0,P,LINC,NAV,UT,7,17,6070,,0,1190,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,1,7,98,6,2,1,0,0,0,1,17,60015,6,1,0,0,3,3,76,240,0,0,0,1,1,6,2007,9,2009,0,0,0,0,0,1,2,40,1,1,2,2,3,3,1,66,1,1,1,89,0,0
17,170205,1,1,5,17,4,14,0,1,0,1,0,17,2,63,32,63032,6,2002,KNADC1632260,K,N,A,D,C,1,6,3,2,2,6,0,0,P,KIA,RIC,SW,2,17,2436,,0,949,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,0,98,6,2,1,0,0,0,1,21,62960,6,1,0,0,3,3,66,175,0,0,0,0,0,0,0,0,0,1,36,0,0,0,4,1,15,1,1,2,8,0,0,3,6,1,4,4,7,3,1
17,170206,1,1,2,10,4,12,30,34,0,1,0,17,1,20,421,20421,15,1998,1GNDT13W8W22,1,G,N,D,T,1,3,W,8,W,2,2,0,P,CHEV,BZR,UT,98,17,4046,,0,1070,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,14,98,6,2,1,0,0,0,1,17,62864,6,1,0,0,3,0,70,135,0,0,0,0,0,0,0,0,0,1,28,0,0,0,1,2,55,1,1,2,1,0,0,1,5,8,4,4,7,1,0
17,170207,1,1,1,18,4,20,25,9,0,1,0,17,1,12,481,12481,31,2006,1FTSW21516ED,1,F,T,S,W,2,1,5,1,6,E,D,0,T,FORD,F2S,CW,6,17,,2,1720,1560,SRW,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,2,1,9,0,0,0,1,17,60638,6,1,0,0,3,3,70,230,0,0,0,0,0,0,0,0,0,0,36,38,0,0,1,2,30,1,1,2,1,0,0,10,83,1,1,1,13,0,0
17,170208,1,1,1,20,4,17,38,8,0,1,0,17,4,12,461,12461,21,2001,1FTNE24L71HB,1,F,T,N,E,2,4,L,7,1,H,B,0,T,FORD,25V,CG,1,17,,2,0,1380,VAN,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,2,1,8,0,0,0,1,17,60445,6,1,0,0,3,0,74,210,0,0,0,1,1,10,2008,12,2009,0,0,0,0,0,3,4,30,1,1,2,1,0,0,11,80,1,1,1,13,0,0
17,170209,1,2,4,4,5,23,36,12,6,1,0,17,2,20,431,20431,16,2000,3GNFK16T3YG1,3,G,N,F,K,1,6,T,3,Y,G,1,0,P,CHEV,K15,UT,0,17,5123,,0,1300,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,83,83,2,1,12,0,0,0,1,17,61455,6,1,0,0,3,0,63,298,1,1,0,0,0,9,2007,12,2009,0,38,0,0,0,5,4,30,1,1,2,1,0,0,11,15,1,1,1,68,0,0
17,170209,2,2,2,4,5,23,36,12,6,1,0,17,2,76,706,76706,80,2004,JYARN13E94A0,J,Y,A,R,N,1,3,E,9,4,A,0,0,M,YAMA,YFR,RS,4,17,,,,,,,998,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,12,98,6,2,12,0,0,0,1,17,62367,6,1,0,0,3,0,76,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,30,1,1,2,1,0,0,1,62,2,1,1,69,1,0
17,170210,1,1,1,6,5,22,28,8,0,1,0,17,1,55,401,55401,14,2003,KM8SC13D73U5,K,M,8,S,C,1,3,D,7,3,U,5,0,P,HYUN,SAN,UT,3,17,3549,,0,1031,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,12,12,2,3,8,0,0,0,1,17,62692,6,1,0,0,3,0,68,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,40,1,1,2,1,0,0,1,80,1,1,1,13,0,0
17,170211,1,1,1,3,5,23,30,41,0,1,0,17,2,41,50,41050,4,2003,1YVFP80C935M,1,Y,V,F,P,8,0,C,9,3,5,M,0,P,MAZD,M6I,4D,3,17,3042,,0,1053,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,6,12,98,6,2,1,0,0,0,1,17,62294,6,1,0,0,3,0,65,135,1,0,0,0,0,10,2008,10,2008,1,0,0,0,0,1,2,55,1,2,2,99,0,0,1,13,1,1,4,1,1,1
17,170212,1,2,1,28,4,11,55,12,6,1,0,17,3,12,481,12481,31,2006,1FTRF12W56NA,1,F,T,R,F,1,2,W,5,6,N,A,1,T,FORD,F15,PK,6,17,,2,1450,1260,COF,G,,3,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,5,5,6,2,12,0,0,0,1,17,61764,6,1,0,0,3,3,73,180,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,55,1,1,2,1,0,0,1,17,1,1,1,87,0,0
17,170212,2,2,1,28,4,11,55,12,6,1,0,17,1,12,422,12422,15,2005,1FMPU16595LA,1,F,M,P,U,1,6,5,9,5,L,A,0,P,FORD,EPT,UT,5,17,5607,,0,1191,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,60968,6,1,0,0,3,0,65,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,66,1,1,1,86,1,0
17,170213,1,2,1,6,5,13,52,12,1,1,0,17,2,35,443,35443,20,2006,5N1BV28U06N1,5,N,1,B,V,2,8,U,0,6,N,1,0,P,NISS,QST,SV,6,17,3914,,0,1240,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,60623,3,1,0,0,2,2,68,140,1,0,0,0,1,7,2007,10,2008,0,74,0,0,0,1,2,30,1,1,2,1,20,3,1,50,1,1,1,20,0,0
17,170213,2,2,4,6,5,13,52,12,1,1,0,17,2,63,32,63032,4,2005,KNADC125X564,K,N,A,D,C,1,2,5,X,5,6,4,0,P,KIA,RIO,4D,5,17,2403,,0,949,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,6,2,12,0,0,0,1,17,60623,6,1,0,0,3,0,60,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,1,2,1,20,3,5,53,1,1,1,22,1,0
17,170214,1,1,1,19,4,6,58,31,0,1,0,17,3,23,481,23481,31,2003,1GTGC24U83Z2,1,G,T,G,C,2,4,U,8,3,Z,2,0,T,GMC,NC2,PK,3,17,,2,0,1330,SIE,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,12,98,6,2,1,0,0,0,1,17,61448,6,1,0,0,3,0,72,190,0,0,0,0,2,2,2008,10,2009,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,12,1,1,4,6,1,0
17,170215,1,2,2,10,4,18,12,12,6,1,0,17,2,6,43,6043,4,2004,1C3AL56R04N1,1,C,3,A,L,5,6,R,0,4,N,1,0,P,CHRY,SLI,4D,4,17,3167,,0,1080,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,82,82,6,2,12,0,0,0,1,17,60450,6,1,0,0,3,3,71,180,1,0,0,1,2,5,2008,9,2009,0,38,0,0,0,1,2,55,1,1,2,1,0,0,11,15,1,1,1,68,0,1
17,170215,2,2,2,10,4,18,12,12,6,1,0,17,1,72,706,72706,80,2009,1HD1FC4189Y6,1,H,D,1,F,C,4,1,8,9,Y,6,0,M,HD,FLU,RS,9,17,,,,,,,1584,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,61373,6,1,0,0,3,0,68,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,62,1,1,1,69,1,0
17,170216,1,1,1,1,5,16,34,1,0,1,0,17,1,73,706,73706,80,1989,JKAZXCB1XKA0,J,K,A,Z,X,C,B,1,X,K,A,0,0,M,KAWK,ZXB,RS,89,17,,,,,,,1000,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,0,98,6,2,1,0,0,0,1,17,60659,6,1,0,0,3,0,71,202,0,0,0,0,1,11,2008,11,2008,0,0,0,0,0,1,2,30,1,1,2,1,0,0,11,98,1,4,2,98,1,1
17,170217,1,1,1,10,5,10,4,33,0,1,0,17,3,20,470,20470,29,2006,1GCGG29V7612,1,G,C,G,G,2,9,V,7,6,1,2,0,T,CHEV,E25,EC,6,17,,2,0,1550,EXP,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,12,2,3,8,0,0,0,1,17,60643,6,1,0,0,3,3,67,274,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,2,30,1,1,2,1,2,3,1,12,1,1,4,6,0,0
17,170218,1,2,1,6,5,20,57,12,6,1,0,17,1,14,36,14036,4,1995,3MASM10J5SR6,3,M,A,S,M,1,0,J,5,S,R,6,0,P,MERC,TTO,4D,95,17,2418,,0,984,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,60620,6,1,0,0,3,0,69,143,0,0,0,0,0,0,0,0,0,1,38,0,0,0,1,2,20,1,1,2,1,0,0,1,17,2,1,1,86,0,0
17,170218,2,2,3,6,5,20,57,12,6,1,0,17,2,7,402,7402,14,2003,1D4HS38Z03F6,1,D,4,H,S,3,8,Z,0,3,F,6,0,P,DODG,DUR,UT,3,17,4497,,0,1160,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,1,83,83,6,2,12,0,0,0,1,17,60805,6,1,0,0,3,0,62,130,0,0,0,0,0,0,0,0,0,1,92,0,0,0,1,2,20,1,1,2,1,0,0,1,66,1,1,1,87,1,0
17,170219,1,3,1,29,4,14,53,12,7,1,0,17,1,72,706,72706,80,1993,1HD4CAM17PY2,1,H,D,4,C,A,M,1,7,P,Y,2,0,M,HD,XL8,RS,93,17,,,,,,,883,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,98,6,2,54,0,0,0,1,17,60446,6,1,0,0,3,3,72,180,0,0,0,1,0,11,2007,11,2007,1,0,0,0,0,1,4,30,1,1,2,1,0,0,15,50,7,1,2,44,1,1
17,170219,2,3,1,29,4,14,53,12,7,1,0,17,3,12,481,12481,31,1997,1FDKF38G6VEB,1,F,D,K,F,3,8,G,6,V,E,B,0,T,FORD,F35,CB,97,17,,3,1608,1370,COF,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,12,0,0,0,1,17,60441,6,1,0,0,3,0,70,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,1,1,2,1,0,0,5,60,1,1,1,45,0,0
17,170219,3,3,1,29,4,14,53,12,7,1,0,17,1,22,20,22020,4,2007,2G2WP5521711,2,G,2,W,P,5,5,2,1,7,1,1,0,P,PONT,GRA,4D,7,17,3477,,0,1105,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,18,14,2,1,54,0,0,0,1,17,60403,6,1,0,0,3,3,67,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,1,1,2,1,0,0,1,80,1,1,1,98,0,0
17,170220,1,1,1,9,5,1,55,34,0,1,0,17,1,22,18,22018,2,1999,1G2NW12E1XM8,1,G,2,N,W,1,2,E,1,X,M,8,0,P,PONT,GAG,CP,99,17,3091,,0,1071,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,14,98,6,2,1,0,0,0,1,17,61242,6,1,6,0,3,3,67,180,0,0,0,0,2,10,2008,10,2008,1,0,0,0,0,1,2,55,2,1,2,1,0,0,14,12,7,1,5,6,1,1
17,170221,1,1,1,11,5,9,25,24,0,1,0,17,1,55,33,55033,4,2001,KMHWF35V41A4,K,M,H,W,F,3,5,V,4,1,A,4,0,P,HYUN,SGL,4D,1,17,3069,,0,1063,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,62,98,6,2,24,0,0,0,1,17,61874,6,1,0,0,3,0,76,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,65,1,1,2,2,0,0,1,12,1,1,4,6,1,0
17,170222,1,1,1,12,5,1,5,35,0,1,0,17,1,20,37,20037,4,2000,1G1ND52J3Y62,1,G,1,N,D,5,2,J,3,Y,6,2,0,P,CHEV,MAL,4D,0,17,3051,,0,1070,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,12,98,6,2,1,0,0,0,1,17,62298,6,1,0,0,3,0,64,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,55,3,1,2,1,0,0,14,13,1,1,4,1,1,1
17,170223,1,2,1,13,5,9,12,12,6,1,0,17,2,12,481,12481,31,1999,1FTNF20L0XEA,1,F,T,N,F,2,0,L,0,X,E,A,0,T,FORD,F2S,PK,99,17,,2,0,1370,SRW,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,61944,6,1,0,0,3,3,72,240,0,0,0,1,0,1,2009,1,2009,1,38,0,0,0,1,2,55,1,1,2,1,20,3,3,17,1,1,1,86,0,0
17,170223,2,2,1,13,5,9,12,12,6,1,0,17,1,12,37,12037,4,2004,1FAFP34334W1,1,F,A,F,P,3,4,3,3,4,W,1,0,P,FORD,FSP,4D,4,17,2604,,0,1030,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,3,98,6,2,1,0,0,0,1,17,61949,6,1,0,0,3,3,60,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,66,1,1,1,87,1,0
17,170224,1,3,1,11,5,12,17,12,1,1,0,17,2,49,40,49040,4,1997,4T1BG22K2VU0,4,T,1,B,G,2,2,K,2,V,U,0,0,P,TOYT,UEX,4D,97,17,2976,,0,1051,,G,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,12,6,2,12,0,0,0,1,17,61455,6,1,6,0,3,0,72,265,0,0,0,0,0,0,0,0,0,1,26,0,0,0,1,2,55,1,1,2,1,0,0,1,51,1,1,1,24,1,0
