STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
9,Connecticut,90166,1,1,1PMA1432*P1******,2021-09-08 14:02:46,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,1993,,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,61,Trailer,,,,,15,Tank Trailer,30,Other,43.000,Vessel Code: Non-Code,2,,
9,Connecticut,90225,2,1,5V8VA532*DM******,2021-09-08 14:02:46,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2013,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Interior Post Aluminum Semi Trailer,2,3,Tandem
9,Connecticut,90262,3,1,1JJV281D*DL******,2021-09-08 14:02:46,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2013,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
9,Connecticut,90262,3,2,3H3V281C*BT******,2021-09-08 14:02:46,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2011,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
9,Connecticut,90277,2,1,1JJV482W*5L******,2021-09-08 14:02:47,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2005,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,48.000,,2,,
10,Delaware,100019,1,1,1UYVS253*3U******,2021-09-08 14:02:47,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2003,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
10,Delaware,100079,5,1,5CLCB122*7R******,2021-09-08 14:02:47,0,6,TRAILER,5386,"DALTON ENTERPRISES, INC.",5670,ADAM TRAILERS,14778,Adam Trailers,2007,,,6,UNITED STATES (USA),VIRGINIA,RURAL RETREAT,,,61,Trailer,,,,,101,Other,14,Bumper Pull,12.000,Combination,2,,
10,Delaware,100112,2,1,1W9AA362*61198***,2021-09-08 14:02:47,0,6,TRAILER,10333,"WARREN MANUFACTURING, INC.",6970,"WARREN MANUFACTURING, INC.",18541,"WARREN MANUFACTURING, INC.",2006,,,6,UNITED STATES (USA),ALABAMA,BIRMINGHAM,,,61,Trailer,,,,,,,,,36.000,Aluminum Construction,2,,
12,Florida,120043,2,1,1graa062*6s******,2021-09-08 14:02:47,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2006,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120046,2,1,1GRAA962*8S******,2021-09-08 14:02:47,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120051,2,1,1GRAA962*5B******,2021-09-08 14:02:48,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120057,2,1,5HTAB442*Y7******,2021-09-08 14:02:48,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2000,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 306/406,2,,
12,Florida,120101,1,1,5mamn532*bc******,2021-09-08 14:02:48,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2011,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,Commerce Street,61,Trailer,,,,,101,Other,,,53.000,No Frame,2,,
12,Florida,120125,2,1,1JJV281W*8L******,2021-09-08 14:02:48,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2008,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
12,Florida,120150,2,1,1GRAA062*4J******,2021-09-08 14:02:49,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),ARKANSAS,JONESBORO,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120151,2,1,3H3V532C*CT******,2021-09-08 14:02:49,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2012,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120176,2,1,1GRDM962*5M******,2021-09-08 14:02:49,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),TENNESSEE,MEMPHIS,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,48.000,Body Type = Straight Deck/ Extendable,2,,
12,Florida,120194,2,1,1ttf4820*v1******,2021-09-08 14:02:49,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,1997,,,6,UNITED STATES (USA),ILLINOIS,ANNA,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Platform,2,,
12,Florida,120215,1,1,1GRAA962*GB******,2021-09-08 14:02:49,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,48.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,120250,2,1,1GRAA062*CB******,2021-09-08 14:02:49,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,120250,3,1,1UYVS253*4G******,2021-09-08 14:02:49,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2004,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120251,2,1,5V8VC532*DM******,2021-09-08 14:02:50,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2013,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Dry Freight Van,2,3,Tandem
12,Florida,120264,2,1,1s9t0422*20017***,2021-09-08 14:02:50,1,6,TRAILER,19475,"STAINLESS TANK & EQUIPMENT, LLC",5781,STAINLESS TANK & EQUIPMENT LLC,15137,Stainless Tank & Equipment LLC Trailer,2002,None,,6,UNITED STATES (USA),WISCONSIN,COTTAGE GROVE,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,42.000,,2,,
12,Florida,120322,1,1,1XKADR9X*SJ******,2021-09-08 14:02:50,0,3,TRUCK,1032,KENWORTH TRUCK COMPANY,532,KENWORTH,9703,T600,1995,,,6,UNITED STATES (USA),OHIO,CHILLICOTHE,,"47,001-57,000 lbs.",66,Truck-Tractor,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,0,Not Applicable,0,Not Applicable,,,,,
12,Florida,120332,2,1,LJRC5426*61******,2021-09-08 14:02:51,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2006,,,8,CHINA,,SHENZHEN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,54.000,,2,,
12,Florida,120341,1,1,1GRAA062*FT******,2021-09-08 14:02:51,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2015,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,120370,1,1,5v8va532*8m******,2021-09-08 14:02:51,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2008,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Interior Post Aluminum Semi Trailer,2,3,Tandem
12,Florida,120393,2,1,1GRAA062*YB******,2021-09-08 14:02:51,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2000,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120443,2,1,1UYFS245*KA******,2021-09-08 14:02:51,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2019,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,45.000,,2,,
12,Florida,120490,1,1,5TR1482C*72******,2021-09-08 14:02:51,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,2007,,,6,UNITED STATES (USA),ALABAMA,JASPER,,Optional Feature Code,61,Trailer,,,,,,,,,48.000,Trailer Type: Platform,2,,
12,Florida,120492,1,1,1UYVS253*AG******,2021-09-08 14:02:52,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2010,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120635,2,1,1JJV532W*XL******,2021-09-08 14:02:52,1,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120645,1,1,1ttf532c*g3******,2021-09-08 14:02:52,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,27663,Combo Steel/Alum Flatbed,2016,,,6,UNITED STATES (USA),KENTUCKY,CADIZ,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,53.000,,2,,
12,Florida,120662,2,1,5v8va532*gm******,2021-09-08 14:02:52,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2016,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,53.000,Interior Post Aluminum Semi Trailer,2,3,Tandem
12,Florida,120677,2,1,13N14530*P1******,2021-09-08 14:02:52,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1993,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,"Tandem Axles, Spread",2,,
12,Florida,120679,2,1,1r9gd252*em356***,2021-09-08 14:02:52,0,6,TRAILER,3016,ROLLS RITE TRAILERS,6238,ROLLS RITE TRAILERS INC,17305,Rolls Rite Trailers Inc,2014,,,6,UNITED STATES (USA),FLORIDA,MARIANNA,,,61,Trailer,,,,,125,Dovetail,3,Gooseneck,25.000,,2,,
12,Florida,120721,1,1,5htab442*y7******,2021-09-08 14:02:53,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2000,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 306/406,2,,
12,Florida,120753,1,1,1UYVS253*GU******,2021-09-08 14:02:53,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120771,2,1,1UYVS253*7G******,2021-09-08 14:02:53,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120778,2,1,1UYFS245*TA******,2021-09-08 14:02:53,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,1996,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,45.000,,2,,
12,Florida,120807,1,1,1UYVS253*7U******,2021-09-08 14:02:53,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120823,2,1,5HTAB442*D7******,2021-09-08 14:02:53,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2013,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,44.000,AL 306/406,2,,
12,Florida,120878,2,1,5HTAB432*27******,2021-09-08 14:02:53,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2002,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Straight Elliptical,61,Trailer,,,,,15,Tank Trailer,,,43.000,AL 306/406,2,,
12,Florida,120918,1,1,1UYVS253*3U******,2021-09-08 14:02:54,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2003,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120922,2,1,1FUJC5DX*DH******,2021-09-08 14:02:54,0,3,TRUCK,1024,DAIMLER TRUCKS NORTH AMERICA LLC,450,FREIGHTLINER,2499,M2,2013,112 Medium Duty,,6,UNITED STATES (USA),NORTH CAROLINA,MT. HOLLY,,,66,Truck-Tractor,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,0,Not Applicable,0,Not Applicable,,,,,
12,Florida,120995,1,1,3AKJGLD5*FS******,2021-09-08 14:02:55,0,3,TRUCK,1024,DAIMLER TRUCKS NORTH AMERICA LLC,450,FREIGHTLINER,2501,Cascadia,2015,,,12,MEXICO,COAHUILA,SALTILLO,,"125"" sleepercab",66,Truck-Tractor,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,0,Not Applicable,0,Not Applicable,,,,,
12,Florida,120998,1,1,1E1D1P38*ER******,2021-09-08 14:02:55,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2014,,,,,OHIO,RANDOLPH,,,,,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,4,Dump Trailer/Dumping Trailer,30,Other,32.000,Steel Frame,3,,
12,Florida,121015,2,1,1GRAA561*4K******,2021-09-08 14:02:55,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
12,Florida,121015,2,2,1GRAA561*4K******,2021-09-08 14:02:55,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
12,Florida,121043,3,1,1UYVS253*2U******,2021-09-08 14:02:55,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2002,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121084,3,1,1DW1C532*YS******,2021-09-08 14:02:55,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2000,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,46,Chassis,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121096,2,1,5V8VC572*9M******,2021-09-08 14:02:56,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2009,,,6,UNITED STATES (USA),INDIANA,MONON,,,61,Trailer,,,,,,,,,57.000,Dry Freight Van,2,3,Tandem
12,Florida,121151,4,1,1GRAA962*8S******,2021-09-08 14:02:56,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),GEORGIA,SAVANNAH,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,121163,1,1,5MAMN482*5C******,2021-09-08 14:02:56,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2005,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,Commerce Street,61,Trailer,,,,,101,Other,,,48.000,No Frame,2,,
12,Florida,121181,3,1,2LDPF482*WA******,2021-09-08 14:02:56,0,6,TRAILER,2310,TRIPLE E CANADA LTD.,8292,TRIPLE E INDUSTRIES,22077,Platform,1998,,,1,CANADA,MANITOBA,WINKLER,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,Steel /Aluminum Combination,2,,
12,Florida,121225,1,1,1FUJCYCY*GH******,2021-09-08 14:02:56,0,3,TRUCK,1024,DAIMLER TRUCKS NORTH AMERICA LLC,450,FREIGHTLINER,2499,M2,2016,106 Medium Duty,,6,UNITED STATES (USA),NORTH CAROLINA,MT. HOLLY,,,66,Truck-Tractor,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,0,Not Applicable,0,Not Applicable,,,,,
12,Florida,121235,1,1,48x1g303*51******,2021-09-08 14:02:56,0,6,TRAILER,10839,"TRAVIS BODY & TRAILER, INC.",3520,"TRAVIS BODY & TRAILER, INC.",7868,"TRAVIS BODY & TRAILER, INC.",2005,,,6,UNITED STATES (USA),TEXAS,HOUSTON,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,30,Other,30.000,Watson ARx37,3,,
12,Florida,121275,2,1,1jjv532w*6l******,2021-09-08 14:02:57,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2006,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,121361,2,1,5YCBE202*EH******,2021-09-08 14:02:57,0,6,TRAILER,9309,"ARISING INDUSTRIES, INC",852,"ARISING INDUSTRIES, INC",4036,"ARISING INDUSTRIES, INC",2014,,,6,UNITED STATES (USA),GEORGIA,HAZLEHURST,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,20.000,,2,,
12,Florida,121390,2,1,1kkve532*gl******,2021-09-08 14:02:57,0,6,TRAILER,2340,KENTUCKY MANUFACTURING CO.,2048,KENTUCKY MANUFACTURING CO./ KENTUCKY TRAILER/ KENTUCKY TRAILER TECH,5803,Kentucky Manufacturing Co./ Kentucky Trailer/ Kentucky Trailer Tech,2016,,,6,UNITED STATES (USA),KENTUCKY,LOUISVILLE,Kentucky Manufacturing Co.,,,,,,,,36,Van Trailer,,,53.000,Body Type - Electronics,2,,
12,Florida,121392,1,1,53bltea1*eu******,2021-09-08 14:02:57,0,6,TRAILER,6339,"LGS INDUSTRIES, INC.",1919,LGS INDUSTRIES,5447,LOOK,2014,,,6,UNITED STATES (USA),GEORGIA,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,19.000,Length = 10-19,1,,
12,Florida,121406,3,1,1JJV572Y*KL******,2021-09-08 14:02:57,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10950,Chassis,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,57.000,,2,,
12,Florida,121418,1,1,5RTBE121*CD******,2021-09-08 14:02:58,0,6,TRAILER,8704,LARK UNITED MANUFACTURING INC.,2208,LARK UNITED MANUFACTURING,5996,Lark United Manufacturing,2012,,,6,UNITED STATES (USA),GEORGIA,DOUGLAS,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,12.000,,1,,
12,Florida,121436,3,1,1s12gc48*kb******,2021-09-08 14:02:58,0,6,TRAILER,14956,"STRICK TRAILERS, LLC",4977,STRICK COMMERCIAL TRAILER,12176,Strick Commercial Trailer,2019,,,6,UNITED STATES (USA),,BERWICK,,,61,Trailer,,,,,,,,,48.000,Semi-Trailer/Gooseneck Chassis,2,3,Tandem
12,Florida,121471,1,1,1JJV532D*FL******,2021-09-08 14:02:58,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,121471,2,1,5HCKU081*6E******,2021-09-08 14:02:58,0,6,TRAILER,13313,"JOHN H ENTERPRISE, INC",8243,ATLAS SPECIALTY PRODUCTS,21939,Atlas Specialty Products,2006,,,6,UNITED STATES (USA),INDIANA,ELKHART,,,61,Trailer,,,,,16,Utility Trailer,14,Bumper Pull,8.000,Rectangular Tubing,1,,
12,Florida,121513,1,1,1uyvs253*3m******,2021-09-08 14:02:59,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2003,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121522,2,1,1graa062*7d******,2021-09-08 14:02:59,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2007,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,Effective 12/01/01,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,121529,1,1,1A9BB242*DT652***,2021-09-08 14:02:59,0,6,TRAILER,14098,ACE TRAILERS,4758,ACE TRAILERS,10084,Ace Trailers,2013,,,6,UNITED STATES (USA),FLORIDA,TAMPA,,,61,Trailer,,,,,2,Boat Trailer,1,Ball Type Pull,24.000,,2,,
12,Florida,121529,2,1,1JJV532D*FL******,2021-09-08 14:02:59,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2015,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,121530,1,1,1E9EB392*4L185***,2021-09-08 14:02:59,0,6,TRAILER,17082,"EVERLITE, INC",7438,"EVERLITE, INC",,,2004,,,6,UNITED STATES (USA),TEXAS,LONGVIEW,,"Side Ht = 57""",,,,,,,101,Other,,,39.000,End Dump,2,,
