STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,VINTYPE,VINMAKE,VINA_MOD,VIN_BT,VINMODYR,VIN_LNGT,VIN_WGT,WGTCD_TR,WHLBS_LG,WHLBS_SH,SER_TR,FUELCODE,MCYCL_DS,CARBUR,CYLINDER,DISPLACE,MCYCL_CY,MCYCL_WT,TIRE_SZE,TON_RAT,TRK_WT,TRKWTVAR,VIN_REST,WHLDRWHL,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK
13,130165,1,2,1,1,3,5,56,12,1,1,0,13,1,12,471,12471,30,1999,1FTYR14V1XPB,1,F,T,Y,R,1,4,V,1,X,P,B,0,T,FORD,RNS,PC,99,17,,1,0,1257,RNG,F,,,6,182,,,,B,00000,00,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,31533,6,1,0,0,3,0,67,221,98,0,0,0,1,1,2011,1,2011,0,26,0,0,0,5,4,55,1,1,8,1,3,3,1,50,99,9,1,20,1,0
13,130165,2,2,1,1,3,5,56,12,1,1,0,13,3,82,881,82881,66,2001,1FUJA6CG51LG,1,F,U,J,A,6,C,G,5,1,L,G,1,T,FRHT,COL,TR,1,17,,8,0,0,CON,D,,,6,774,,,,,00000,00,,64,1,57,1252434,571252434,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,6,2,1,12,0,0,0,1,13,31519,6,1,6,0,3,3,72,245,98,0,0,0,1,12,2011,12,2011,0,0,0,0,0,5,4,45,1,1,8,1,3,3,5,53,1,1,1,21,0,0
13,130166,1,2,1,1,3,13,23,12,6,1,0,13,2,7,482,7482,31,2004,3D7KA28C34G2,3,D,7,K,A,2,8,C,3,4,G,2,0,T,DODG,SQ2,CW,4,17,,2,1605,1405,RPC,D,,,6,359,,,,C,5040,13,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,4,3,12,0,0,0,1,13,31005,6,1,0,0,3,0,72,190,98,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,55,1,1,2,1,20,3,11,15,1,1,2,82,0,0
13,130166,2,2,2,1,3,13,23,12,6,1,0,13,3,41,50,41050,4,2006,1YVFP80C665M,1,Y,V,F,P,8,0,C,6,6,5,M,0,P,MAZD,M6I,4D,6,17,3091,,0,1053,,G,,F,4,138,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,31005,6,1,0,0,3,0,62,155,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,67,1,1,1,83,1,0
13,130167,1,1,1,1,3,23,45,8,0,1,1,13,1,12,481,12481,31,2001,1FTZX172X1NA,1,F,T,Z,X,1,7,2,X,1,N,A,0,T,FORD,F15,4C,1,17,,1,1571,1385,COF,G,,,6,256,,,,B,4204,05,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,1,4,1,8,0,0,0,1,13,30295,6,1,0,0,3,0,70,230,98,2,0,0,1,6,2009,12,2009,9,86,0,0,0,1,2,55,1,1,8,1,0,0,1,80,99,9,9,13,0,0
13,130168,1,2,4,1,3,17,35,12,8,1,0,13,2,12,422,12422,15,1999,1FMRU1763XLA,1,F,M,R,U,1,7,6,3,X,L,A,0,P,FORD,EPT,UT,99,17,4808,,0,1191,,G,,F,8,281,,,16R255,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,9,1,12,0,0,0,1,13,30907,6,1,0,0,3,0,67,125,98,0,0,1,0,8,2010,8,2010,0,38,0,0,0,1,4,45,1,2,2,1,3,3,11,15,1,1,2,68,0,0
13,130168,2,2,1,1,3,17,35,12,8,1,0,13,1,53,706,53706,80,2003,JS1VT54A8321,J,S,1,V,T,5,4,A,8,3,2,1,0,M,SUZI,SK3,RC,3,17,,,,,,,996,,2,,4,417,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,9,3,12,0,0,0,1,13,30909,6,1,0,0,2,0,69,150,98,2,0,4,0,10,2009,2,2012,0,0,0,0,0,1,4,45,1,2,2,1,3,3,1,62,3,2,1,69,1,0
13,130169,1,1,1,2,3,18,58,35,0,1,0,13,2,12,471,12471,30,1997,1FTCR14X5VPA,1,F,T,C,R,1,4,X,5,V,P,A,0,T,FORD,RNS,PC,97,17,,1,0,1250,RNG,G,,,6,245,,,,B,3300,04,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,12,6,2,39,0,0,0,1,13,30635,2,1,0,0,2,0,71,185,98,0,0,0,0,0,0,0,0,1,29,0,0,0,1,2,50,1,1,2,1,40,3,1,13,1,1,4,1,1,1
13,130170,1,1,1,2,3,22,28,35,0,1,0,13,1,37,32,37032,4,2003,1HGCM56663A0,1,H,G,C,M,5,6,6,6,3,A,0,0,P,HOND,UEX,4D,3,17,3109,,0,1079,,G,,F,4,146,,,16R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,8,6,2,42,0,0,0,1,13,31410,1,2,0,0,2,3,61,100,98,1,0,1,0,7,2011,2,2012,1,58,29,0,0,1,2,40,3,4,8,2,0,0,14,6,6,4,4,2,1,0
13,130171,1,1,5,3,3,17,47,42,0,1,0,13,2,14,401,14401,14,2003,4M2ZU86K03ZJ,4,M,2,Z,U,8,6,K,0,3,Z,J,0,P,MERC,MOU,UT,3,17,4170,,0,1138,,F,,F,6,245,,,16R245,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,42,0,0,0,1,13,31743,6,1,0,0,3,3,68,160,98,0,0,0,0,0,0,0,0,0,29,0,0,0,1,2,55,1,1,8,2,98,8,1,13,7,3,4,2,1,1
13,130172,1,2,1,4,3,15,24,12,2,1,0,13,1,37,706,37706,80,2000,JH2SC4402YM0,J,H,2,S,C,4,4,0,2,Y,M,0,0,M,HOND,CR9,RC,0,17,,,,,,,929,,4,,4,397,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,30345,1,1,0,0,2,0,74,310,98,3,0,3,2,7,2009,11,2011,1,28,0,0,0,1,2,35,4,1,2,1,0,0,14,10,1,1,2,50,1,0
13,130172,2,2,2,4,3,15,24,12,2,1,0,13,2,37,402,37402,14,2000,JHLRD2844YC0,J,H,L,R,D,2,8,4,4,Y,C,0,0,P,HOND,CRV,UT,0,17,3126,,0,1032,,G,,F,4,120,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,30141,6,1,0,0,3,0,72,140,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,1,1,2,1,0,0,1,62,7,1,1,51,0,0
13,130173,1,2,1,5,3,1,26,12,6,1,0,13,1,7,20,7020,4,2001,1B3ES46C71D1,1,B,3,E,S,4,6,C,7,1,D,1,0,P,DODG,NSS,4D,1,17,2585,,0,1050,,G,,F,4,122,,,14R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,2,6,2,12,0,0,1,1,13,30710,6,1,0,0,3,3,70,200,98,0,0,0,0,0,0,0,0,0,38,0,0,0,5,4,45,1,6,8,1,98,8,1,17,99,9,9,87,1,0
13,130173,2,2,2,5,3,1,26,12,6,1,0,13,3,12,16,12016,4,2007,2FAFP71W77X1,2,F,A,F,P,7,1,W,7,7,X,1,0,P,FORD,CVP,4D,7,17,4129,,0,1146,,G,,F,8,281,,,17R235,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,30740,6,1,0,0,3,0,67,180,98,0,0,0,0,0,0,0,0,0,16,0,0,0,5,4,45,1,5,8,1,98,8,1,17,99,9,9,86,0,0
13,130174,1,2,1,6,3,15,45,12,1,1,0,13,1,7,472,7472,30,1997,1B7GL23Y2VS1,1,B,7,G,L,2,3,Y,2,V,S,1,0,T,DODG,DAK,PC,97,17,,1,0,1309,DAK,G,,,8,318,,,,B,3683,00,E,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,39819,6,1,0,0,3,0,73,165,98,1,0,0,3,3,2011,1,2012,0,36,26,29,0,1,2,55,1,1,8,1,0,0,1,51,99,9,3,24,0,0
13,130174,2,2,2,6,3,15,45,12,1,1,0,13,2,2,404,2404,14,1999,1J4GW58S2XC6,1,J,4,G,W,5,8,S,2,X,C,6,0,T,JEEP,LRO,4W,99,17,,1,0,1059,GCK,G,,,6,242,,,,,3809,00,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,6,2,2,0,0,1,1,13,39819,6,1,0,0,3,3,61,115,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,8,1,0,0,11,53,99,9,3,25,1,0
13,130175,1,1,2,6,3,19,55,1,0,1,0,13,2,35,50,35050,4,2011,3N1BC1CP9BL3,3,N,1,B,C,1,C,P,9,B,L,3,0,P,NISS,VSL,4H,11,17,2693,,0,1024,,G,,F,4,110,,,15R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,2,5,0,6,2,42,0,0,0,1,13,30473,6,1,0,0,3,0,68,125,98,0,0,0,0,0,0,0,0,0,58,29,0,0,1,2,35,1,6,8,1,0,0,1,13,6,4,4,7,1,0
13,130176,1,1,1,6,3,15,32,1,0,1,0,12,1,12,471,12471,30,2000,1FTZR11XXYPA,1,F,T,Z,R,1,1,X,X,Y,P,A,0,T,FORD,RNG,PK,0,17,,1,1176,1116,RNG,G,,,6,245,,,,B,3408,01,U,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,2,1,0,6,2,1,0,0,0,1,13,30533,6,1,6,0,3,0,68,210,98,0,0,0,0,0,0,0,0,0,58,29,0,0,2,2,70,1,1,8,1,0,0,1,9,7,3,6,98,1,0
13,130177,1,1,1,7,3,13,41,30,0,1,0,13,1,37,705,37705,80,2008,JH2PC40088M1,J,H,2,P,C,4,0,0,8,8,M,1,0,M,HOND,B60,RC,8,17,,,,,,,599,,4,,4,410,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,30,0,0,0,1,13,31020,6,1,0,0,3,2,68,180,98,0,0,0,0,0,0,0,0,0,74,29,27,0,3,3,55,1,1,1,1,0,0,15,13,1,1,4,1,1,0
13,130178,1,1,2,7,3,19,29,9,0,1,0,13,2,7,403,7403,14,2008,1D8GT28K78W1,1,D,8,G,T,2,8,K,7,8,W,1,0,P,DODG,NIT,UT,8,17,3932,,0,1088,,G,,F,6,225,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,4,1,9,0,0,0,1,13,30417,6,1,0,0,3,0,72,190,98,0,0,0,1,5,2011,5,2011,0,86,0,0,0,1,2,55,1,1,8,1,0,0,1,80,1,1,1,13,0,0
13,130179,1,1,1,7,3,7,39,35,0,1,0,13,1,12,481,12481,31,2000,1FTRX17L6YNA,1,F,T,R,X,1,7,L,6,Y,N,A,0,T,FORD,F15,4C,0,17,,2,1571,1385,COF,G,,,8,330,,,,B,4204,05,U,42,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,6,2,30,0,0,0,1,13,31519,6,1,0,0,3,3,67,180,98,0,0,0,0,0,0,0,0,0,29,0,0,0,1,2,55,1,6,8,1,0,0,1,13,1,1,4,1,1,0
13,130180,1,1,1,7,3,13,20,42,0,1,0,0,0,76,739,76739,90,2001,000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,42,0,0,0,1,13,30507,6,1,0,0,1,0,75,215,98,0,0,0,1,2,2011,2,2011,0,29,0,0,0,1,2,35,3,6,8,11,0,0,14,13,1,1,4,1,1,0
13,130181,1,2,1,7,3,6,46,12,6,1,0,93,3,86,881,86881,66,2008,1M1AN09Y58N0,1,M,1,A,N,0,9,Y,5,8,N,0,1,T,MACK,CHU,TR,8,17,,8,0,0,600,D,,,6,783,,,,,00000,00,,64,1,57,569550,57569550,3,6,1,1,0,0,0,0,0,0,0,998,0,0,0,4,6,2,12,0,0,0,1,13,30906,6,1,6,0,3,3,72,194,98,2,0,0,0,11,2009,12,2010,0,38,0,0,0,2,2,65,1,5,8,1,0,0,11,15,1,1,2,68,0,0
13,130181,2,2,1,7,3,6,46,12,6,1,0,13,1,22,22,22022,4,2007,1G2ZF58B5742,1,G,2,Z,F,5,8,B,5,7,4,2,0,P,PONT,6VB,4D,7,17,3305,,0,1123,,G,,F,4,146,,,16R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,30527,6,1,0,0,3,0,72,205,98,0,0,0,1,5,2011,5,2011,0,0,0,0,0,2,2,65,1,6,8,1,0,0,1,17,99,1,1,69,1,0
13,130182,1,1,1,7,3,19,21,35,0,1,0,13,1,20,481,20481,31,1998,2GCEK19M1W12,2,G,C,E,K,1,9,M,1,W,1,2,0,T,CHEV,GK1,PC,98,17,,2,1555,1415,GM4,G,,,8,305,,,,B,00000,00,,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,35,0,0,0,1,13,30281,6,1,0,0,3,0,72,175,98,0,0,0,0,0,0,0,0,0,36,39,0,0,1,2,45,1,1,8,1,20,3,1,14,1,1,4,14,1,0
13,130183,1,1,1,8,3,9,10,8,0,1,0,13,3,82,881,82881,66,1998,2FUYDSEB7WA9,2,F,U,Y,D,S,E,B,7,W,A,9,1,T,FRHT,FLD,TR,98,17,,8,0,0,CON,D,,,6,774,,,,,00000,00,,64,1,57,0015887,570015887,3,6,3,1,0,0,0,0,0,0,0,998,0,0,0,7,0,1,8,0,0,0,1,13,31019,6,1,6,0,3,0,72,300,98,0,0,0,1,10,2009,10,2009,0,86,0,0,0,1,2,55,1,1,8,1,0,0,1,81,9,2,1,13,0,0
13,130184,1,1,1,8,3,1,0,24,0,1,0,13,2,12,401,12401,14,1995,1FMDU24X6SUC,1,F,M,D,U,2,4,X,6,S,U,C,0,P,FORD,EPR,UT,95,17,3863,,0,1017,,G,,F,6,245,,,15R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,1,10,6,2,1,0,0,0,1,13,30041,6,1,0,0,3,3,66,195,98,0,0,0,0,0,0,0,0,0,29,36,0,0,3,3,65,1,1,8,1,98,8,1,12,7,3,4,6,1,1
13,130185,1,1,2,8,3,18,40,35,0,1,0,13,2,2,404,2404,14,2001,1J4FF48S51L5,1,J,4,F,F,4,8,S,5,1,L,5,0,T,JEEP,SPT,4W,1,17,,1,0,1014,CHK,G,,,6,244,,,,,3249,00,E,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,1,12,6,2,35,0,0,0,1,13,30528,6,2,0,0,3,0,74,230,98,0,0,0,0,0,0,0,0,1,29,58,0,0,1,2,35,2,6,8,1,0,0,14,6,6,4,4,7,1,0
13,130186,1,2,1,9,3,2,25,12,6,1,0,13,1,20,401,20401,14,1999,1GNDT13WXX21,1,G,N,D,T,1,3,W,X,X,2,1,0,P,CHEV,BZR,UT,99,17,4023,,0,1070,,G,,F,6,262,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,30115,6,1,6,0,3,0,73,200,98,0,0,0,0,0,0,0,0,1,39,0,0,0,1,2,45,1,2,2,2,3,3,1,17,1,1,1,88,1,1
13,130186,2,2,1,9,3,2,25,12,6,1,0,13,2,37,33,37033,2,1996,JHMBB2251TC0,J,H,M,B,B,2,2,5,1,T,C,0,0,P,HOND,SSR,CP,96,17,2828,,0,1004,,G,,F,4,138,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,12,0,0,0,1,13,30115,6,1,0,0,3,0,71,150,98,1,0,0,1,1,2010,1,2010,0,0,0,0,0,1,2,45,1,2,2,2,3,3,1,17,99,9,1,89,0,0
13,130187,1,1,2,9,3,5,18,42,0,1,0,48,1,7,21,7021,6,2007,2D4FV47T17H8,2,D,4,F,V,4,7,T,1,7,H,8,0,P,DODG,MGN,UT,7,17,3758,,0,1200,,G,,F,6,165,,,17R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,2,6,2,42,0,0,0,1,5,72401,6,1,0,0,3,0,75,225,0,4,0,0,0,6,2010,9,2011,1,29,0,0,0,3,3,65,2,6,8,2,0,0,14,6,8,4,4,2,1,0
13,130188,1,1,3,9,3,23,45,42,0,1,0,12,1,6,441,6441,20,2010,2A4RR5D1XAR1,2,A,4,R,R,5,D,1,X,A,R,1,0,P,CHRY,TWC,SV,10,17,4507,,0,1212,,G,,F,6,232,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,42,0,0,0,1,99,99999,9,9,99,0,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,29,0,0,0,2,3,65,1,1,1,1,0,0,1,12,1,1,4,6,2,0
13,130189,1,2,1,9,3,19,17,12,1,1,0,40,3,82,881,82881,66,2007,1FUJBBCK87LV,1,F,U,J,B,B,C,K,8,7,L,V,1,T,FRHT,ST2,TR,7,17,,8,0,0,CON,D,,,6,855,,,,,00000,00,,64,1,57,303024,57303024,3,6,1,1,0,0,0,0,0,0,0,998,9,0,0,12,6,2,12,0,0,0,1,34,7029,6,1,6,0,3,0,67,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,70,1,1,8,1,0,0,1,60,4,1,1,24,0,0
13,130189,2,2,1,9,3,19,17,12,1,1,0,13,2,54,31,54031,3,1998,JH4DC446XWS0,J,H,4,D,C,4,4,6,X,W,S,0,0,P,ACUR,IGS,2H,98,17,2608,,0,1012,,G,,F,4,112,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,6,2,12,0,0,0,1,13,30815,6,1,0,0,3,3,67,230,98,0,0,0,0,0,0,0,0,0,27,0,0,0,2,2,70,1,1,8,1,0,0,15,53,99,1,1,25,1,0
13,130190,1,2,2,10,3,13,11,12,1,1,0,13,1,49,401,49401,14,1998,JT3GM84R0W00,J,T,3,G,M,8,4,R,0,W,0,0,0,P,TOYT,RUN,UT,98,17,3440,,0,1053,,G,,F,4,164,,,15R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,30135,6,1,0,0,3,3,58,108,98,0,0,0,0,0,0,0,0,0,26,0,0,0,1,2,45,1,1,2,1,0,0,1,50,1,1,1,20,1,0
13,130190,2,2,6,10,3,13,11,12,1,1,0,13,2,37,441,37441,20,2005,5FNRL38725B0,5,F,N,R,L,3,8,7,2,5,B,0,0,P,HOND,UDY,SV,5,17,4537,,0,1181,,G,,F,6,212,,,16R225,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,1,13,30277,6,1,0,0,3,0,66,135,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,1,1,2,1,0,0,5,53,1,1,1,21,0,0
13,130191,1,2,3,10,3,11,0,12,6,1,0,13,1,37,32,37032,4,1995,1HGCD5636SA0,1,H,G,C,D,5,6,3,6,S,A,0,0,P,HOND,ULE,4D,95,17,2809,,0,1069,,G,,F,4,132,,,14R185,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,31780,6,1,0,0,3,0,67,150,98,0,0,1,0,1,2012,1,2012,0,26,0,0,0,1,2,55,1,1,8,1,0,0,1,51,9,2,2,84,0,0
13,130191,2,2,3,10,3,11,0,12,6,1,0,13,2,23,481,23481,31,2004,1GTEK19T94E1,1,G,T,E,K,1,9,T,9,4,E,1,0,T,GMC,NK1,4C,4,17,,2,1575,1435,SIE,G,,,8,325,,,,B,4548,03,4,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,4,4,3,12,0,0,0,1,13,31763,6,1,0,0,3,0,76,160,98,0,0,0,1,7,2011,7,2011,0,0,0,0,0,1,2,55,1,1,8,1,0,0,10,53,1,1,2,84,1,0
13,130192,1,1,4,11,3,5,20,34,0,1,0,92,0,58,33,58033,4,1996,JNKCP01D6TT5,J,N,K,C,P,0,1,D,6,T,T,5,0,P,INFI,G20,4D,96,17,2780,,0,1004,,G,,F,4,122,,,14R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,14,6,2,1,0,0,0,1,13,30088,6,1,0,0,3,0,70,170,98,1,0,0,1,5,2010,11,2010,1,29,80,0,0,1,2,45,1,1,2,1,0,0,1,12,8,2,4,7,2,1
13,130193,1,1,2,11,3,7,6,24,0,1,0,13,2,49,43,49043,4,2003,4T1BF28B0343,4,T,1,B,F,2,8,B,0,3,4,3,0,P,TOYT,UVS,4D,3,17,3417,,0,1071,,G,,F,6,183,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,24,0,0,0,1,13,31326,6,1,0,0,3,3,72,155,98,0,0,0,0,0,0,0,0,0,29,0,0,0,3,3,70,1,1,8,1,0,0,1,12,1,1,4,6,1,0
13,130194,1,2,2,11,3,21,52,12,6,1,1,13,2,24,5,24005,4,2001,1G8JU52F11Y5,1,G,8,J,U,5,2,F,1,1,Y,5,0,P,STRN,L20,4D,1,17,3009,,0,1065,,G,,F,4,134,,,15R195,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,1,6,2,12,0,0,0,1,13,31525,0,0,0,0,0,0,999,999,98,0,0,0,0,0,0,0,0,0,38,91,0,0,1,2,35,1,1,8,1,0,0,11,15,1,1,2,68,0,0
13,130194,2,2,1,11,3,21,52,12,6,1,0,13,1,53,705,53705,80,2001,JS1GN7BA7121,J,S,1,G,N,7,B,A,7,1,2,1,0,M,SUZI,G60,RC,1,17,,,,,,,600,,4,,4,359,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,13,31525,6,1,0,0,3,2,70,150,98,7,0,2,6,3,2009,3,2012,0,74,0,0,0,1,2,35,1,1,8,1,0,0,1,62,99,9,1,69,1,0
13,130195,1,2,2,11,3,16,45,12,6,1,0,13,1,18,2,18002,4,2005,1G4HP54K25U1,1,G,4,H,P,5,4,K,2,5,U,1,0,P,BUIC,LCF,4D,5,17,3567,,0,1122,,G,,F,6,232,,,15R215,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,4,9,12,32,0,0,1,13,30442,3,1,0,0,2,3,73,219,98,0,0,0,0,0,0,0,0,0,26,0,0,0,1,2,55,2,5,8,1,0,0,6,51,6,1,2,98,1,0
13,130195,2,2,2,11,3,16,45,12,6,1,0,0,0,98,998,98998,92,2011,000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,7,4,1,12,0,0,0,1,13,30439,6,1,0,0,1,0,68,185,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,2,5,8,1,0,0,14,53,1,1,1,98,0,0
13,130196,1,1,9,12,3,14,28,59,0,1,0,13,2,20,421,20421,15,2004,1GNEC13Z34J1,1,G,N,E,C,1,3,Z,3,4,J,1,0,P,CHEV,CTA,UT,4,17,4828,,0,1160,,F,,F,8,325,,,16R265,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,25,0,0,0,1,13,30044,6,1,0,0,3,0,68,210,98,1,0,0,0,4,2011,4,2011,0,29,0,0,0,3,5,65,1,1,1,1,0,0,1,12,1,1,4,6,1,0
13,130197,1,1,1,12,3,23,30,53,0,1,0,13,1,41,44,41044,2,1993,1YVGE31B2P51,1,Y,V,G,E,3,1,B,2,P,5,1,0,P,MAZD,UML,CP,93,17,2700,,0,1028,,G,,F,6,152,,,15R205,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,42,0,0,0,1,13,30187,6,2,0,0,3,0,73,192,98,0,0,0,0,0,0,0,0,0,58,29,0,0,1,2,45,3,5,8,2,0,0,14,13,7,3,4,2,1,0
13,130198,1,1,1,12,3,18,38,35,0,1,0,92,0,23,481,23481,31,1988,1GTDK14H6JZ5,1,G,T,D,K,1,4,H,6,J,Z,5,0,T,GMC,GK1,PK,88,17,,1,1315,1175,GM4,G,,,8,305,,,,B,4097,01,A,44,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,14,6,2,1,0,0,0,1,13,30533,6,1,0,0,3,0,64,175,98,0,0,0,0,0,0,0,0,0,58,29,0,0,1,2,55,2,5,8,2,0,0,14,12,6,4,4,7,1,1
13,130199,1,2,1,12,3,12,35,12,6,1,0,13,1,37,31,37031,4,1990,1HGED3551LA0,1,H,G,E,D,3,5,5,1,L,A,0,0,P,HOND,CLX,4D,90,17,2072,,0,984,,G,,F,4,091,,,13R175,,,,,,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,3,6,2,12,0,0,0,1,13,30721,6,1,0,0,3,0,73,230,98,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,55,1,3,8,1,98,8,1,17,99,1,2,87,1,0
