STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VehicleDescriptor,VINDecodedOn,VINDecodeError,VehicleTypeId,VehicleType,ManufacturerFullNameId,ManufacturerFullName,MakeId,Make,ModelId,Model,ModelYear,Series,Trim,PlantCountryId,PlantCountry,PlantState,PlantCity,PlantCompanyName,Note,BodyClassId,BodyClass,GrossVehicleWeightRatingFromId,GrossVehicleWeightRatingFrom,GrossVehicleWeightRatingToId,GrossVehicleWeightRatingTo,TrailerBodyTypeId,TrailerBodyType,TrailerTypeConnectionId,TrailerTypeConnection,TrailerLengthFT,OtherTrailerInfo,AxlesCount,AxleConfigurationId,AxleConfiguration
8,Colorado,80169,1,1,4YDT3052*32******,2021-09-08 14:30:03,0,6,TRAILER,2347,KEYSTONE RV,7615,KEYSTONE,20555,Keystone,2003,,,6,UNITED STATES (USA),INDIANA,GOSHEN,2,Arbitrary Final Digit,61,Trailer,,,,,21,Travel Trailer,14,Bumper Pull,30.000,Recreational Vehicle,2,,
8,Colorado,80179,1,1,1UYVS253*4P******,2021-09-08 14:30:03,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2004,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
8,Colorado,80212,2,1,1DW1A532*GS******,2021-09-08 14:30:03,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2016,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
8,Colorado,80216,2,1,591SD342*JR******,2021-09-08 14:30:03,0,6,TRAILER,7719,"DRAGON ESP, LTD",1415,DRAGON ESP,4763,Dragon ESP,2018,,,6,UNITED STATES (USA),COLORADO,LAMAR,,,,,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,34.000,,2,,
8,Colorado,80265,1,1,1GRAA062*DK******,2021-09-08 14:30:04,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
8,Colorado,80287,2,1,1JJV532W*5L******,2021-09-08 14:30:04,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2005,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
8,Colorado,80288,1,1,1L9BV091*AC245***,2021-09-08 14:30:04,0,6,TRAILER,5956,"LET'S GO AERO, INC.",1892,LET'S GO AERO,5403,LET'S GO AERO,2010,,,6,UNITED STATES (USA),COLORADO,COLORADO SPRINGS,,,61,Trailer,,,,,36,Van Trailer,1,Ball Type Pull,9.000,,1,,
8,Colorado,80298,2,1,3H3V532C*DT******,2021-09-08 14:30:04,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2013,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
8,Colorado,80299,2,1,1GRAA062*9W******,2021-09-08 14:30:05,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2009,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
8,Colorado,80313,2,1,4ZEDT142*G1******,2021-09-08 14:30:05,0,6,TRAILER,3684,LOAD TRAIL LLC,2111,LOAD TRAIL,5874,Load Trail,2016,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,14.000,,2,,
8,Colorado,80332,1,1,4JEBS242*81******,2021-09-08 14:30:05,1,6,TRAILER,3618,JOHNSTON ACQUISITION CORP,7339,EAGLE TRAILER,19683,Special Edition,2008,,,6,UNITED STATES (USA),MICHIGAN,WYANDOTTE,Johnson Acquisition Corporation,,61,Trailer,,,,,2,Boat Trailer,,,24.000,,2,,
8,Colorado,80344,2,1,2LDSA482*6C******,2021-09-08 14:30:05,0,6,TRAILER,2310,TRIPLE E CANADA LTD.,8292,TRIPLE E INDUSTRIES,22081,Single Drop,2006,,,1,CANADA,MANITOBA,WINKLER,,,61,Trailer,,,,,,,,,48.000,"Aluminum Front & Rear Cross-members, Knee-braces",2,,
8,Colorado,80345,2,1,1GRAA062*HW******,2021-09-08 14:30:05,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
8,Colorado,80359,2,1,1PMA1482*W1******,2021-09-08 14:30:06,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,1998,,,6,UNITED STATES (USA),MINNESOTA,OPOLE,,,61,Trailer,,,,,15,Tank Trailer,30,Other,48.000,Vessel Code: Non-Code,2,,
8,Colorado,80386,1,1,5HTSN422*67******,2021-09-08 14:30:06,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2006,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,42.000,Al Pneumatic,2,,
8,Colorado,80392,1,1,40K301G2*KN******,2021-09-08 14:30:06,0,6,TRAILER,5193,"CAMP INDUSTRIES, INC",5778,CAMP,,,2019,None,,6,UNITED STATES (USA),INDIANA,NAPPANEE,,,,,,,,,21,Travel Trailer,5,Fifth Wheel,28.000,Recreational Vehicle,2,,
8,Colorado,80406,1,1,3H3V532C*JR******,2021-09-08 14:30:07,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
8,Colorado,80406,2,1,1GRAA561*9K******,2021-09-08 14:30:07,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2009,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,Effective 01/01/00,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,1,,
8,Colorado,80406,2,2,1GRAA561*DK******,2021-09-08 14:30:07,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),ILLINOIS,KEWANEE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,28.000,Dry Freight Van / Reefer Van / Insulated Van,1,,
8,Colorado,80424,2,1,4A0DA242*61******,2021-09-08 14:30:07,0,6,TRAILER,4507,NEAL MANUFACTURING COMPANY INC,2645,NEAL MANUFACTURING,6498,Neal Manufacturing,2006,,,6,UNITED STATES (USA),KANSAS,PLEASANTON,,,61,Trailer,,,,,16,Utility Trailer,3,Gooseneck,24.000,Channel Iron/ I-Beam,2,,
8,Colorado,80506,2,1,1TTF4820*62******,2021-09-08 14:30:08,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2006,,,6,UNITED STATES (USA),KENTUCKY,MOUNT STERLING,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Platform,2,,
8,Colorado,80510,1,1,1GRAA062*AW******,2021-09-08 14:30:08,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2010,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
8,Colorado,80526,2,1,1P9CD382*JN343***,2021-09-08 14:30:08,0,6,TRAILER,8027,"PRATT INDUSTRIES, LLC",3015,PRATT INDUSTRIES,7027,Pratt Industries,2018,,,6,UNITED STATES (USA),MICHIGAN,NILES,,,61,Trailer,,,,,9,Flatbed - Double Drop,,,38.000,Type: Semitrailer,2,,
8,Colorado,80547,1,1,1E9T5420*6E007***,2021-09-08 14:30:08,0,6,TRAILER,12434,E.D. ETNYRE & CO.,9133,ETNYRE,23367,Etnyre,2006,,,6,UNITED STATES (USA),ILLINOIS,OREGON,,,61,Trailer,,,,,15,Tank Trailer,,,54.000,,2,,
8,Colorado,80569,2,1,1UYVS253*GU******,2021-09-08 14:30:08,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
9,Connecticut,90022,1,1,1GRAP062*DT******,2021-09-08 14:30:08,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
9,Connecticut,90028,1,1,1GRAA062*8J******,2021-09-08 14:30:09,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2008,,,6,UNITED STATES (USA),FLORIDA,JACKSONVILLE,,Ended 02/1988  Arkansas Jonesboro started 09/03/02,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
9,Connecticut,90061,2,1,3H3V281C*9T******,2021-09-08 14:30:09,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2009,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,28.000,Material: Aluminum/Steel,1,,
9,Connecticut,90089,1,1,3H3V482C*JR******,2021-09-08 14:30:09,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,2,,
9,Connecticut,90144,1,1,1JJV532W*YL******,2021-09-08 14:30:09,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2000,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
9,Connecticut,90171,1,1,1GRAP062*DT******,2021-09-08 14:30:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),INDIANA,TERRE HAUTE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
9,Connecticut,90219,1,1,LJRC4626*51******,2021-09-08 14:30:10,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2005,,,8,CHINA,,SHENZHEN,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,46.000,,2,,
9,Connecticut,90234,1,1,1JJV532D*GL******,2021-09-08 14:30:10,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
10,Delaware,100003,2,1,4ZECH202*D1******,2021-09-08 14:30:10,0,6,TRAILER,3684,LOAD TRAIL LLC,2111,LOAD TRAIL,5874,Load Trail,2013,,,6,UNITED STATES (USA),TEXAS,SUMNER,,,61,Trailer,,,,,3,Car Hauler Trailer,,,20.000,,2,,
10,Delaware,100057,4,1,1GRAA062*CD******,2021-09-08 14:30:10,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2012,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,120015,1,1,1UYVS240*BM******,2021-09-08 14:30:11,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2011,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,40.000,,2,,
12,Florida,120027,1,1,1MLP2402*LB******,2021-09-08 14:30:11,0,6,TRAILER,2468,"MILLER TRAILERS, INC.",7945,MILLER TRAILERS INCORPORATED,21237,Platform,2020,,,6,UNITED STATES (USA),FLORIDA,BRADENTON,,,61,Trailer,,,,,,,,,40.000,Medium Duty,2,,
12,Florida,120032,2,1,1GRAA962*5B******,2021-09-08 14:30:11,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120044,2,1,5htsn412*y7******,2021-09-08 14:30:11,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2000,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,41.000,Al Pneumatic,2,,
12,Florida,120045,2,1,42EDGKK2*H1******,2021-09-08 14:30:11,0,6,TRAILER,4600,"ECONOLINE TRAILERS, INC.",1431,"ECONOLINE TRAILER, INC",4780,"Econoline Trailer, INC",2017,10 Ton/ Dual Tandem,,6,UNITED STATES (USA),ALABAMA,DOUBLE SPRINGS,,,61,Trailer,,,,,125,Dovetail,3,Gooseneck,25.000,,2,,
12,Florida,120091,2,1,1graa062*vb******,2021-09-08 14:30:11,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,1997,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120140,2,1,1JJV532W*XL******,2021-09-08 14:30:12,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120140,3,1,1T9BB530*F1204***,2021-09-08 14:30:12,0,6,TRAILER,2856,"TARASPORT TRAILERS, INC.",5031,TARASPORT TRAILERS,12341,TarasPort Trailers,2015,,,6,UNITED STATES (USA),TENNESSEE,SWEETWATER,,,61,Trailer,,,,,23,Equipment Trailer,4,Straight Semi/Semi Trailer,53.000,Straight Flat,0,,
12,Florida,120158,2,1,3H3V532C*GT******,2021-09-08 14:30:12,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2016,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120222,2,1,1jjv532d*jl******,2021-09-08 14:30:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120229,1,1,1e1d1p38*jr******,2021-09-08 14:30:13,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2018,,,,,OHIO,RANDOLPH,,,,,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,4,Dump Trailer/Dumping Trailer,30,Other,32.000,Steel Frame,3,,
12,Florida,120280,2,1,1dw1a281*7s******,2021-09-08 14:30:13,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2007,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,,1,,
12,Florida,120280,3,1,1jjv532d*cl******,2021-09-08 14:30:13,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,10942,Dry Van Duraplate,2012,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,120339,2,1,5mads222*yc******,2021-09-08 14:30:14,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2000,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,Commerce Street,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,22.000,Steel Frame,2,,
12,Florida,120354,1,1,3H3V482C*HT******,2021-09-08 14:30:14,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,2,,
12,Florida,120364,2,1,1uyvs248*8p******,2021-09-08 14:30:14,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2008,,,6,UNITED STATES (USA),ARKANSAS,PARAGOULD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,120406,2,1,1grap062*gd******,2021-09-08 14:30:14,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,120415,3,1,1GRAA962*5D******,2021-09-08 14:30:15,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,Effective 12/01/01,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
12,Florida,120435,2,1,3H3V532C*FT******,2021-09-08 14:30:15,"1,400",6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2015,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120541,2,1,3H3V532C*JR******,2021-09-08 14:30:15,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
12,Florida,120611,2,1,13N14830*P1******,2021-09-08 14:30:15,0,6,TRAILER,12268,FONTAINE COMMERCIAL PLATFORM,1128,FONTAINE TRAILER CO.,4416,Fontaine Trailer Co.,1993,,,6,UNITED STATES (USA),ALABAMA,HALEYVILLE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,"Tandem Axles, Spread",2,,
12,Florida,120646,1,1,5MYEE182*7B******,2021-09-08 14:30:15,0,6,TRAILER,15919,"DOWN TO EARTH CONST. & EQUIP. SALES, INC.",5483,DOWN TO EARTH,14218,Down to Earth Trailers,2007,,,6,UNITED STATES (USA),GEORGIA,BAXLEY,,,61,Trailer,,,,,23,Equipment Trailer,1,Ball Type Pull,18.000,C-Channel Steel Frame,2,,
12,Florida,120747,3,1,1graa062*ge******,2021-09-08 14:30:16,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2016,,,6,UNITED STATES (USA),GEORGIA,STATESBORO,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,120830,1,1,1W9AC452*5P347***,2021-09-08 14:30:16,1,6,TRAILER,10331,WARREN EQUIPMENT INC.,8661,"WARREN EQUIPMENT, INC.",22712,"Warren Equipment, Inc.",2005,,,6,UNITED STATES (USA),FLORIDA,PLANT CITY,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,,Tandem Axle Dual Tires,,,
12,Florida,120938,2,1,1uyvs248*cm******,2021-09-08 14:30:16,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,48.000,,2,,
12,Florida,120943,2,1,5myee222*8b******,2021-09-08 14:30:16,0,6,TRAILER,15919,"DOWN TO EARTH CONST. & EQUIP. SALES, INC.",5483,DOWN TO EARTH,14218,Down to Earth Trailers,2008,,,6,UNITED STATES (USA),GEORGIA,BAXLEY,,,61,Trailer,,,,,23,Equipment Trailer,1,Ball Type Pull,22.000,C-Channel Steel Frame,2,,
12,Florida,120944,2,1,1w9ac463*4p347***,2021-09-08 14:30:16,0,6,TRAILER,10331,WARREN EQUIPMENT INC.,8661,"WARREN EQUIPMENT, INC.",22712,"Warren Equipment, Inc.",2004,,,6,UNITED STATES (USA),FLORIDA,PLANT CITY,,,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,4,Straight Semi/Semi Trailer,,Tri-Axle Dual Tires,,,
12,Florida,120947,2,1,1UYVS253*J2******,2021-09-08 14:30:17,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,120949,2,1,1UYFS245*HA******,2021-09-08 14:30:17,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,45.000,,2,,
12,Florida,120979,2,1,1graa062*db******,2021-09-08 14:30:17,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2013,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
12,Florida,121022,1,1,5mamn482*4c******,2021-09-08 14:30:17,0,6,TRAILER,5950,"MAC TRAILER MFG, INC.",6826,MAC TRAILER MANUFACTURING,18288,MAC TRAILER MANUFACTURING,2004,,,6,UNITED STATES (USA),OHIO,ALLIANCE,,Commerce Street,61,Trailer,,,,,101,Other,,,48.000,No Frame,2,,
12,Florida,121026,2,1,1jjf482w*xs******,2021-09-08 14:30:17,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),TENNESSEE,SCOTT COUNTY,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,48.000,,2,,
12,Florida,121130,1,1,1uyvs253*bg******,2021-09-08 14:30:18,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2011,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121182,2,1,1uyvs253*j6******,2021-09-08 14:30:18,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2018,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
12,Florida,121219,2,1,1jjv532w*7l******,2021-09-08 14:30:18,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH NATIONAL CORPORATION,13327,Wabash National Corporation,2007,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
12,Florida,121235,2,1,3H3V483C*CT******,2021-09-08 14:30:18,1,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2012,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,61,Trailer,,,,,36,Van Trailer,,,48.000,Material: Aluminum/Steel,3,,
12,Florida,121275,2,1,1DW1A532*JS******,2021-09-08 14:30:18,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2018,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
